pincode,circle,region,division,offices
834004,Jharkhand Circle,Ranchi Region,Ranchi Division,"Dhurwa SO, Balalong BO, Lodhma BO, Pundag BO, Sithio BO, Tiril BO, HEC Adm Bldg SO, HEC Colony SO, HEC Expert Hostel SO, Jagarnath Nagar Colony SO, Jharkhand Vidhan Sabha SO, Satellite Colony SO"
834005,Jharkhand Circle,Ranchi Region,Ranchi Division,Hehal SO
834006,Jharkhand Circle,Ranchi Region,Ranchi Division,"Kanke SO, Boreya BO, Bukru BO, Gagi BO, Hussir BO, Ichapiri BO, Kokdoro BO, Kumharia BO, Pithoria BO, Satakanadu BO, Sukurhutu BO, Arsande B.O, Rarha B.O, Ranchi Agriculture College SO, Ranchi Veterinary College SO"
834007,Jharkhand Circle,N/A,Ranchi Division,Sail City S.O
834008,Jharkhand Circle,Ranchi Region,Ranchi Division,"Ranchi University SO, Adalhatu SO, Kanke Road SO, Morabadi SO, New Area Marabadi SO"
834009,Jharkhand Circle,Ranchi Region,Ranchi Division,"Ranchi Medical College SO, Lame Baragaon BO, Ranchi Medical College Campus SO, Bariatu BO"
834010,Jharkhand Circle,Ranchi Region,Ranchi Division,"Namkum SO, Bara Ghaghra BO, Jamchuajaria BO, Khijri BO, Lali BO, Rajaulatu BO, Tetri BO, Hahap B.O, Hurua B.O, Chandaghasi B.O"
834011,Jharkhand Circle,Ranchi Region,Ranchi Division,Krishnapuri S O
834012,Jharkhand Circle,Ranchi Region,Ranchi Division,"Buti Chowk S.O, Buti BO, Hotwar BO, Dumardaga B.O"
834013,Jharkhand Circle,Ranchi Region,Ranchi Division,N/A
834014,Jharkhand Circle,N/A,Ranchi Division,SEMBO S.O
835101,Jharkhand Circle,Ranchi Region,Ranchi Division,"Chotamuri SO, Hakedag BO, Kuchu BO, Lagam BO, Tetebandrampur BO, Halmad BO"
835102,Jharkhand Circle,Ranchi Region,Ranchi Division,"Silli SO, Ajaygarh BO, Bansiya BO, Bantahazam BO, Barachagru BO, Barenda BO, Barwadag BO, Dowaru BO, Goradih BO, Jhabri BO, Lota BO, Pandadih BO, Patrahatu BO, Piska BO, Pogra BO, TTMankidih BO, Tati BO, Tetla BO, Tutikinawadih BO, BBNawadih BO"
835103,Jharkhand Circle,Ranchi Region,Ranchi Division,"Tatisilway SO, Angara BO, Bisa BO, Bongaibera BO, Childag BO, Getalsud BO, Hesal BO, Jon RS BO, Maheshpur BO, Mahilong BO, Medha BO, Nawagarh BO, Rajadera BO, Sugnu BO, Baram BO, Chatra B.O"
835201,Jharkhand Circle,Ranchi Region,Ranchi Division,"Bano SO, Banki BO, Genmer BO, Gerda BO, Hatinghore BO, Hurda BO, Jitutoli BO, Kulburu BO, Kurkura BO, Kutunjia BO, Lachragarh BO, Lamgarh BO, Latakel BO, Orga BO, Raikera BO, Sikorda BO"
835202,Jharkhand Circle,Ranchi Region,Ranchi Division,"Bero SO, Deogaon BO, Dolaicha BO, Etta BO, Gargaon BO, Hatu Ghaghra BO, Jaria BO, Kakaria BO, Kesha BO, Khatri Khatanga BO, Khukhra BO, Nehalu BO, Paharkandaria BO, Tuko BO, Latratu B.O"
835203,Jharkhand Circle,Ranchi Region,Ranchi Division,"Bharno SO, Amalia BO, Asro BO, Danikera BO, Jamgain BO, Jhikochatti BO, Mahadeo Chegri BO, Marasili BO, Pabeya BO, Turiamba BO"
835204,Jharkhand Circle,Ranchi Region,Ranchi Division,"Bundu SO, Adalahatu BO, Ambajharia BO, Baredih BO, Baruhatu BO, Burhadih BO, Danadih BO, Edramhatu BO, Henjed BO, Humta BO, Jareya BO, Jamudag BO, Kanchi BO, Lowahatu BO, Nawadih BO, Rahe BO, Reladih BO, Sataki BO, Sonahatu BO, Taimara BO, Churgi B.O, Tau B.O, Hotlo B.O"
835205,Jharkhand Circle,Ranchi Region,Ranchi Division,"Brambe SO, Banapiri BO, Baraudi BO, Chittarkota BO, Ginjothakurgaon BO, Gurgaon BO, Jaherbargari BO, Murma BO, Nagra BO, Pali BO, Purio BO, Soba BO, Turmuli BO, Bade B.O"
835206,Jharkhand Circle,Ranchi Region,Ranchi Division,"Chainpur SO Gumla, Barwenagar BO, Bendora BO, Harra BO, Hesag BO, Jamgain BO, Janawal BO, Jari BO, Katkahi BO, Kanshir BO, Kereng BO, Kurumgarh BO, Luru BO, Putrungi BO, Sikri BO, Srinagar BO, Tabela BO, Tongo BO, Tusgaon BO"
835207,Jharkhand Circle,Ranchi Region,Ranchi Division,"Gumla HO, Gumla Bazar SO, Kartick Oraon College SO"
835208,Jharkhand Circle,Ranchi Region,Ranchi Division,"Ghaghra SO, Arangi BO, Belagara BO, Dewaki BO, Gamharia BO, Hutar BO, Icha BO, Kugaon BO, Naudiha BO, Puto BO, Shivsoreng BO, Totambi BO"
835209,Jharkhand Circle,Ranchi Region,Ranchi Division,"Karra SO, Bingaon BO, Birda BO, Chhata BO, Kone BO, Kurse BO, Larta BO, Sangor BO, Tilmi BO, Bamarja B.O, Sungi B.O, Kudlum B.O, Kachhabari B.O"
835210,Jharkhand Circle,Ranchi Region,Ranchi Division,"Khunti SO, Angrabari BO, Anigara BO, Belwadag BO, Bhandra BO, Bichna BO, Birhu BO, Ethe BO, Ghunsuli BO, Gutjora BO, Hakadua BO, Jaltanda BO, Jurdag BO, Koilselda BO, Landup BO, Maranghada BO, Phudi BO, Saiko BO, Saparom BO, Sirum BO, G Jaltanda BO"
835211,Jharkhand Circle,Ranchi Region,Ranchi Division,"Kolebira SO, Agharma BO, Baribringa BO, Barsloya BO, Barwadih BO, Bongera BO, Boroseta BO, Itam BO, Jaldega BO, Konmerla BO, Lasia BO, Lombai BO, Rampur BO, Sahpur BO, Sukhajharia BO, Tutikel BO, Kolemdega BO, Bongram BO, Turbunga B.O, Domtoli B.O"
835212,Jharkhand Circle,Ranchi Region,Ranchi Division,"Kurdeg SO, B  Biura BO, Ch Munda BO, Dhori BO, Gariajore BO, Gatadih BO, Khinda BO, Konjoba BO, Kutmakochar BO, Taisera BO, Dumardih BO"
835213,Jharkhand Circle,Ranchi Region,Ranchi Division,"Kuru SO, Chapijhario BO, Chandujima BO, Chiri BO, Henjla BO, Jingi BO, Kurse BO, Landupsenha BO, Lowagain BO, Opa BO, Pandra BO, Pandri BO, Salgi BO, Hesal B.O, Barkichanpi B.O"
835214,Jharkhand Circle,Ranchi Region,Ranchi Division,"Mandar SO Ranchi, Binja BO, Burhakhukhra BO, Burmu BO, Chaingara BO, Chakma BO, Chanho BO, Choreya BO, Gitilgarh BO, Hanhat BO, Kaimbo BO, Kakargarh BO, Karge BO, Karkara BO, Mahuajari BO, Makka BO, Murupiri BO, Patratu BO, Raghunathpur BO, Sarle BO, Sons BO, Sosai BO, Susaimuru BO, Tala BO, Tangar BO, Umedanda BO"
835215,Jharkhand Circle,Ranchi Region,Ranchi Division,Mesra SO
835216,Jharkhand Circle,Ranchi Region,Ranchi Division,"Murhu SO, Bamhani BO, Bandgaon BO, Binda Bazar BO, Birbanki BO, Burju BO, Ghaghra BO, Hesadih BO, Jate BO, Kandir BO, Kochang BO, Leyangi BO, Mahil BO, Pronger BO, Sarwada BO, Selda BO, Swania BO, Tebo BO, Barudih B.O, Rumutkel B.O"
835217,Jharkhand Circle,Ranchi Region,Ranchi Division,"Neori Vikas Vidyalaya SO, Chandwe BO, Hundur BO, Irba BO, Kedal B.O"
835218,Jharkhand Circle,Ranchi Region,Ranchi Division,"Netarhat SO, Jobhipath BO, Dumarapath BO"
835219,Jharkhand Circle,Ranchi Region,Ranchi Division,"Ormanjhi SO, Baredih BO, Baxidih BO, Chakla BO, Chandra BO, Chutupalu BO, Dahu BO, Hendevelli BO, Ichadag BO, Kuchu BO, Palu BO, Pancha BO, Sadma BO, Sandi BO, Sikidiri BO, Subarnrekha Hydai Project BO, Anandi B.O"
835220,Jharkhand Circle,Ranchi Region,Ranchi Division,"Palkot SO, Armai BO, Baghima BO, Bilingbira BO, Dhedhouli BO, Dumardih BO, Kaliga BO, Keshipara BO, Koleng BO, Kurum BO, Lotwa BO, Malai BO, Marda BO, Murkunda BO, Nathpur BO, Obera Sundarpur BO, Pojenga BO, Sundaridih BO, Taisera BO, Tangaria BO, Tapkara BO, Bangru B.O, Pugu B.O"
835221,Jharkhand Circle,Ranchi Region,Ranchi Division,"Tupudana SO, Dahusodang BO, Dundigara BO, Hathudani BO, Hulhundu BO, Hurdag BO, Tarasiladon BO, Murhi B.O"
835222,Jharkhand Circle,Ranchi Region,Ranchi Division,"Ratu SO, Bijjulia BO, Chipra BO, Guru BO, Hurhuri BO, Kamre BO, Katamkuli BO, Katulahna BO, Malsering BO, Marwa BO, Simlia BO, Urugutu BO, Daladli BO, Sundil B.O, Bajpur B.O"
