pincode,circle,region,division,offices
825409,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Chandwara BO, Karma BO, Bekobar BO, Dhabtham BO, Gajhandi BO, Gomobarwadih BO, Hirodih BO, Kanko BO, Parsatari BO, Jhumri Telaiya SO, Jhumari Telaiya Bazar SO"
825410,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Kodarma SO, Deobour BO, Inderwa BO, Khalakthambi BO, Lokai BO, Pathaldiha BO"
825411,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Sankul BOc, Padma SO, Dadighaghar BO, Dantokhurd BO, Jihu BO, Kutipisi BO, Manjhgawan BO, Saraiya BO, Surajpura BO, Bihari BO, Romi BO, Sankul BO"
825412,Jharkhand Circle,Ranchi Region,Giridih Division,"Rajdhanwarf SO, Ambatand BO, Argali BO, Baddiha BO, Barotand BO, Bhandaro BO, Dariadih BO, Doranda BO, Hemrodih BO, Jamdar BO, Karihari BO, Khijursota BO, Khori Mahua BO, Kisgo BO, Murkhari BO, Murna BO, Orkhar BO, Rema BO, Sapamaran BO, Simaria BO, Khatauri B.O"
825413,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Gurio BO, Telaiya Dam SO, Kolhaukala BO"
825414,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Aurugerua BO, Hunterganj SO, Gosaidih BO, Khuntikewal BO, Uaraili BO"
825415,Jharkhand Circle,Ranchi Region,Hazaribagh Division,NTPC North Karanpura SO
825418,Jharkhand Circle,Ranchi Region,Hazaribagh Division,"Domchanch Bazar SO, Arkhango BO, Bagro BO, Galwati BO, Kheshmi BO, Kubri BO, Masmohna BO, Murukmanai BO, Nawalshahi BO, Phulwaria BO, Taranakho BO, Dagarnawa BO"
825421,Jharkhand Circle,Ranchi Region,Hazaribagh Division,Koderma Thermal Power Station SO
826001,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Dhanbad HO, Cmpf SO, Cmrs SO, DSE SO, Dhanbad Bazar SO, Dhanbad Hirapur SO, Manaitand SO, Naya Bazar Wasseypur SO"
826003,Jharkhand Circle,Ranchi Region,Dhanbad Division,Jagjivan Nagar SO
826004,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Indian School Of Mines SO, Damodarpur BO, Kalyanpur BO, Murradih BO, Nagnagar BO, Yadavpur BO"
826005,Jharkhand Circle,Ranchi Region,Dhanbad Division,BCCl Township SO
826006,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Rajganj SO, Bagdaha BO, Birajpur BO, Daludih BO, Kharni BO, Panjania BO"
826007,Jharkhand Circle,Ranchi Region,Dhanbad Division,"N/A, Housing Colony SO"
826008,Jharkhand Circle,Ranchi Region,Dhanbad Division,KGAshram SO
826009,Jharkhand Circle,Ranchi Region,Dhanbad Division,KkPolytechnic SO
826010,Jharkhand Circle,Ranchi Region,Dhanbad Division,BARWADDA S.O
826011,Jharkhand Circle,N/A,Dhanbad Division,NDC DHANBAD
827001,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Bokaro Steel City HO, Civil Court Area Bokaro SO, SectorI SO"
827003,Jharkhand Circle,Ranchi Region,Dhanbad Division,Sector III SO
827004,Jharkhand Circle,Ranchi Region,Dhanbad Division,Sector IV SO
827006,Jharkhand Circle,Ranchi Region,Dhanbad Division,SectorVI SO
827009,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Baidmara BO, Sector IX SO"
827010,Jharkhand Circle,Ranchi Region,Dhanbad Division,"BSCity RS SO, Ghatiali BO, Jaridih BO, Kunduari BO, Lakrakhanda BO, Makdumpur BO, Radhanagar BO, Sibandih BO, Sonabad BO, Sijua BO, Chainpur BO, Mango BO"
827012,Jharkhand Circle,Ranchi Region,Dhanbad Division,Marafari Colony SO
827013,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Chas SO Bokaro, Adrakuri BO, Alkusa BO, BPindragoria BO, Batbinore BO, Bijulia BO, Chiksia BO, Dudhigajar BO, Jamagoria BO, KRCentre BO, Kashi Jharia BO, Khamarbendi BO, Kurra BO, Narayanpur BO, Olgora BO, Pindrajora BO, Pupunkee Ashram BO, Sardaha BO, Satanpur BO, CHANDAHA BO, TUPRA BO, SIYALJORI BO, MIRDHA BO, GOPALPUR BO, BRAHMANDWARIKA BO, KAMALDIH BO, Nayavan BO, Chakulia BO, Kumhri BO, Belunja BO, Madhunia BO, Kandra BO, Nawadih BO, Bhandaro BO, Garga Check Post SO, Chas Bazar BO"
827014,Jharkhand Circle,Ranchi Region,Dhanbad Division,Balidih SO
827015,Jharkhand Circle,Ranchi Region,Dhanbad Division,Chira Chas SO
827302,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Kasmar SO, Bagda BO, Bhaski BO, Durgapur BO, Hissim BO, Karma BO, Khaira Chatar BO, Manjura BO, Pirgul BO, Ponda BO, Tangtona BO"
828101,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Bansjora SO, Kankanee BO, Sendra BO"
828103,Jharkhand Circle,Ranchi Region,Dhanbad Division,Bhelatand SO
828104,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Bhuli SO, Bowakalan BO"
828105,Jharkhand Circle,Ranchi Region,Dhanbad Division,Shramik Nagar SO
828106,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Dhansar SO, Bastacola BO"
828107,Jharkhand Circle,Ranchi Region,Dhanbad Division,Domgarh SO
828108,Jharkhand Circle,Ranchi Region,Dhanbad Division,Fri SO
828109,Jharkhand Circle,Ranchi Region,Dhanbad Division,"Govindpur SO Dhanbad, Bagsuma BO, Bardohi BO, Bhitia BO, Chipkia BO, Dhoria Mahubani BO, Fatehpur BO, G Raghunathpur BO, Gortoppa BO, Jangalpur BO, Jhiluwa BO, Katania Ojhadih BO, Keska BO, Latani BO, Maharajganj BO, Maira Nawatand BO, Nagarkiary BO, Pokharia BO, Sarkardih BO, Ratanpur  BO, RUPAN, BARWATANR, BARIO"
