pincode,circle,region,division,offices
814143,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Kunda SO Deoghar, AK Bad BO, Baijukura BO, Chanddih BO, Tapoban BO"
814144,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Bagnal BO, Banskuli BO, Bilkandi BO, Brindabani BO, Ghormala Hunja BO, Jaitara BO, Karikadar BO, Manik Dih BO, Ranibahal BO, Sadipur BO, Massanjore SO"
814145,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Amarpur BO, B Mahadeogarh BO, Bhadwari BO, Bouria BO, Dhanbai BO, Hasdiha BO, Jamjori Birnia BO, Kakania BO, Kanjo BO, Khutahari BO, Khutan BO, Kurumpahari BO, Lakarbank BO, Patgora BO, Petsar BO, Sultanatikar BO, Thakur Nahar BO, Nonihat SO"
814146,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Ajnaridudhani BO, Asna BO, Baijnathpur BO, Bansbutia BO, Baragamharia BO, Basaha BO, Bhirabpur BO, Bhutokoria BO, Birajpur BO, Chaglajore BO, Chikania BO, Dubrajpur BO, Garapathar BO, Garsara BO, Golbandha BO, Gundlidangal BO, Jamua BO, Jarwadi BO, Karrasal BO, Khairabani BO, Kunjora BO, Nachangaria BO, Pargodih BO, Pindari BO, Sagarbanga BO, Sarsa BO, Palojori SO, TDDumaria BO, Talghara BO, Tarajora BO"
814147,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Pathergama SO, Bandanbar BO, Barmasiya BO, Bhadharia BO, Ghat Kuruwa BO, Kero Bazar BO, Kerwarbelsar BO, Khariani BO, Kusumghati BO, Lahati BO, Parspani BO, Pipra BO, Raja Bhitaa BO, Tardiha BO"
814148,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Raghunathpur SO Dumka, Amjora BO, Dumra BO, Jai Haripur BO, Kumirdaha BO, Pathra BO, Patjore BO, Pratappur BO, Rangalia BO, Ranigram BO, Sukjora BO, Tangdaha BO"
814149,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Sarath SO, Bamandiha BO, Charak Mara BO, Choudri Nawadih BO, Dumaria BO, Gopibandh BO, Jhagrahi BO, Phulchuan BO, Sabaijore BO"
814150,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Sarwan SO, Lakhoria BO, Madhuban BO, Manigarhi BO, Nanhidih BO, Paharidih BO, Pahariya BO, Paway BO, Purjori BO, Rakti BO, Sonaraithari BO, Tilakpur BO, M Bsnsbutla BO"
814151,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Saraiyahat SO, Barkundi BO, Chandubathan BO, Chihutia BO, Chilra BO, Dhamni BO, Dighi BO, Gadijhopa BO, Harokha Aswari BO, Jokela BO, Kendua BO, M Chikaniya BO, Nawadih BO, Raoundhya BO, Samaymatha BO"
814152,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Rohani SO, Baghmari BO, Barkikharkhar BO, Bhojpur BO, Daluraidih BO, Debipur BO, Ghorlas BO, K Banskola BO, Koiridih BO, Maniyarpur BO, Punasi BO, Ramudih BO"
814153,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Poraiyahat SO, Agiyamore BO, Asarimadhuri BO, Baghmara BO, Burhi Kura BO, Chatra BO, Dama BO, Damruhat BO, Danrey Katchery BO, Deodawr BO, Ghanghrabandh BO, Hariyari BO, Kairadih BO, Kathaun BO, Latta BO, Mohani BO, Nawdiha BO, P Barmasiya BO, Padampur BO, Pasai BO, Pindra Hat BO, Raghunathpur Lathibari BO, Salaiya BO"
814154,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Mahgama SO, Anjana BO, Bhanjpur BO, Bharta Chak BO, Dharmodih BO, Dighi BO, Ghoothi BO, Hanwara BO, Kasba BO, Koila BO, Kushmara BO, Kushmil BO, Logain BO, Mal Bhandaridih BO, Mohanpur BO, Naraini BO, Naya Nagar BO, Nunajore BO"
814155,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Azampakariya BO, Basantrai SO, Bisambharchak BO, Biswaskhani BO, K Parsa BO, Kadma BO, Kaitha BO, Laxmipur Bhojichak BO, Maheshtikri BO, Maliachak BO, Mokalchak BO, Parariya BO, Parua BO, Rupni BO, Sahapur Beldiha BO, Samri BO, Sanour BO"
814156,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Sarouni Bazar SO, Bans Jori BO, Chandanahat BO, China Dhab BO, Ghatiyari BO, Kurmichak BO, Nunbatta BO, Paharpur BO, Sunder Pahari BO, Sundmara BO"
814157,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Dehijore SO, Chulhiya BO, Jamunia BO, Jhillighat BO, Kharagdiha BO, Malhara BO"
814158,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Guhiajori SO, Amra Nawadih BO, Bhurkunda BO, Chainpur Kairabani BO, Dhogariya BO, K Madhuwadih BO, Karbindha BO, Machkicha BO, Pakiriya BO, Rajbandh BO, Siltha BO, Simalduma BO, Tharihat BO"
814160,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Meharma SO, Adamdour BO, Amour BO, Bajitpur BO, Belbadda BO, Dariapur BO, Dewanchak BO, Dighisiwanpur BO, Doi BO, Gorikitta BO, Kasbadudhanichak BO, Lakarmara BO, Marpa BO, Pratappur BO, Surni BO, Tularambhuska BO"
814165,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Lalmatia Colliery SO, Barasimra BO, Gajanda BO, Gorhia BO, Kamaldouri BO, Lohandia Bazar BO, Madhurai BO, Sarbhanga BO, Bapugram BO"
814166,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Fatehpur SO Jamtara, Babanbandhi BO, Dhasania BO, Gumro BO, JKhairbani BO, Jamjori BO, K Bhoktadih BO, Kairabani BO, TKGram BO, Tasaria BO"
814167,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,Ranga Masalia SO
815301,Jharkhand Circle,Ranchi Region,Giridih Division,"Giridih HO, Barganda SO, Giridih Bazar SO, Makatpur SO"
815302,Jharkhand Circle,Ranchi Region,Giridih Division,"Giridih  Town SO, Baddiha BO, Burhiadih BO, Chaitadih BO, Daridih BO, Gadi Sermpur BO, Motieda BO, Serampur Colliery BO, Sirsia BO, Taratand BO, Udnabad BO"
815311,Jharkhand Circle,Ranchi Region,Giridih Division,"Beniadih SO, Akdonikala BO, Karharbari BO, Matrukha BO"
815312,Jharkhand Circle,Ranchi Region,Giridih Division,"Bengabad SO, Ahilyapur BO, Badwara BO, Barkitand BO, Budhudih BO, Chapuadih BO, Chhotki Kharagdiha BO, Gadi Nawdiha BO, Gadi Sirsia BO, Gandey BO, Khurchutta BO, Luppi BO, Maheshmunda BO, Mundro BO, Parwatpur BO, Phulchi BO, Phuljharia BO, Purri BO, Rata Bahiyar BO, Siyatand BO, Sonardih BO, Tiklato BO, Mahuwar B.O"
815313,Jharkhand Circle,Ranchi Region,Giridih Division,"Ganwan SO, Bendro BO, Birney BO, Charki BO, Kahuwai BO, Malda BO, Manjhney BO, Pihra BO, Sankh BO, Serua B.O, Gadar B.O"
815314,Jharkhand Circle,Ranchi Region,Giridih Division,"Kharagdiha SO, Bairia BO, Chatro BO, Chikandih BO, Deori BO, Ghoranji BO, Jagsemar BO, Khariodih BO, Machchali BO, Mandro BO, Manikbad BO, Chahal B.O, Salaidih B.O, Bedodih B.O, Tilakdih B.O"
815315,Jharkhand Circle,Ranchi Region,Giridih Division,"Mirzaganj SO, Dhuraita BO, Kurhobindo BO, Pobi BO, Sankho BO, Lataki BO"
815316,Jharkhand Circle,Ranchi Region,Giridih Division,"Pachamba SO, Bairiabad BO, Bajto BO, Balia BO, Berhabad BO, Dwarpahari BO, Handadih BO, Karma BO, Leda BO, Pesham BO, Ranikhawa BO, Senadoni BO, Padarmania B.O"
815317,Jharkhand Circle,Ranchi Region,Giridih Division,"Tisri SO, Bhandari BO, Chandouri BO, Gumgi BO, Kathkoko BO, Khijuri BO, Kishutand BO, Lokai BO, Papilo BO, Mansadih B.O, Kharkhari B.O"
815318,Jharkhand Circle,Ranchi Region,Giridih Division,"Jamua SO Giridh, Balgo BO, Bati BO, Charghara BO, Chittardih BO, Chunglo BO, Dumma BO, Jeruadih BO, Tara BO"
815351,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Jamtara SO, Asanchua BO, Bagdaha BO, Bena BO, Bewa BO, Bindapathar BO, Chalna Dhobna BO, Chapuria BO, Chirudih Bakudih BO, Chitra BO, Dakhin Bahal BO, Dhandra BO, Geria BO, Guhiyazori BO, Gundali Pahari BO, Harirakha BO, Kanki BO, Kasitar BO, Koiri Jamua BO, Ladhna BO, Manghladih BO, Mejhia BO, Mohana Bank BO, Noni BO, Pabia BO, Panjania BO, Pattajori Kajra BO, Sonbad BO, Tilaki BO, Tarni BO, Jamtara Court SO"
815352,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Karmatar SO, Amdiha BO, Amjora Koiridih BO, Bagrudih BO, Chainpur BO, D Nayadih BO, Dewalbari BO, Gokula BO, Kalajhariya BO, Kurta BO, Kurwa BO, Mohanpur BO, Narayanpur BO, Pathrodih BO, Ranitanr BO, Sabanpur BO, Sinduri BO, Sitalpur BO"
815353,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Madhupur SO, Bagjora BO, Bamangama BO, Bara Chapra BO, Barawan BO, Burhai BO, Charpa BO, Dhamni BO, Haripur Kolwa BO, Hussainabad BO, Jagdishpur BO, Karanjo BO, Kasathi BO, Kushmaha BO, Margomunda BO, Ojhadih BO, Patharda BO, Pathrol BO, Ramchandrapur BO, Saptar BO, Sirsa BO, Upper Bahiyar BO, Madhupur Bazar SO"
815354,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Mihijam SO, Chandra Dhipa BO, Kelahi BO, Kewatjali BO, Sahardal BO, Tarrah BO"
815355,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Nala SO, Afzalpur BO, Baragholjore BO, Debjore BO, Kalipahari BO, Karaiya BO, Krishnapur BO, Kuldangal BO, Manihari BO, Sagjoria BO, Saraskunda BO, Sitamurhi BO, Tesjuria BO"
815357,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Karogram SO, Baramsoli BO, Baratanr BO, Baskupi BO, Kukraha BO, Madankatha BO, Ranidih BO, Siktiya BO"
815359,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Kundahit SO, Amba BO, Babupur BO, Bagdehri BO, Charakmara BO, Khajuree BO, Laykapur BO, Nagri BO, Palajuri BO, Satki BO, Sudrakshipur BO, Tilabad BO"
816101,Jharkhand Circle,Ranchi Region,Santhal Parganas Division,"Barharwa SO Sahibganj, Aglio BO, Atapur BO, Bakudih BO, Baradighi BO, Begamganj BO, Chandsaher BO, Ganeshpur BO, Goalkhor BO, Ishlampur BO, Jampur BO, Kankjol BO, Kathalbari BO, Kelabari BO, Masna BO, Palasbona BO, Radhanager BO, Ranigram BO, Reshore BO, Sridhardira BO, Srikund BO"
